file,line,feature,runtimeOrTypeOnly,importPath,importedSymbols,needsImportUpdateOnMove,testWorkspaceImpact,testCoreImpact,tmpReference
tmp/check_history_store_common_storage_move_cs2.mjs,39,tmp,reference,(reference),,False,False,False,True
tmp/check_lib_invoice_field_labels_common_move_1b.mjs,55,tmp,reference,(reference),,False,False,False,True
tmp/check_lib_clean_json_builder_common_move_1d.mjs,37,tmp,reference,(reference),,False,False,False,True
tmp/check_lib_markdown_report_builder_common_move_1c.mjs,35,tmp,reference,(reference),,False,False,False,True
tmp/check_image_store_common_storage_move_cs1.mjs,44,tmp,reference,(reference),,False,False,False,True
tmp/check_lib_invoice_table_display_common_move_1e.mjs,45,tmp,reference,(reference),,False,False,False,True
tmp/check_lib_ocr_result_formatters_common_move_1a.mjs,47,tmp,reference,(reference),,False,False,False,True
tmp/check_lib_structured_table_view_model_common_move_1f.mjs,30,tmp,reference,(reference),,False,False,False,True
src/lib/autofillEngine.ts,1,lib,runtime,"import { normalizeBizNumber } from ""./bizNumber"";",{ normalizeBizNumber },True,False,False,False
src/lib/profiles.ts,45,lib,reference,(reference),,False,False,False,False
src/lib/profiles.ts,146,lib,reference,(reference),,False,False,False,False
src/lib/profiles.ts,214,lib,reference,(reference),,False,False,False,False
src/app/api/biz-validate/route.ts,6,app,reference,(reference),,False,False,False,False
src/app/api/biz-validate/route.ts,7,app,reference,(reference),,False,False,False,False
src/app/api/biz-validate/route.ts,13,app,reference,(reference),,False,False,False,False
src/app/api/biz-validate/route.ts,21,app,reference,(reference),,False,False,False,False
tmp/codex_frontend_biz_number_common_move_precheck.py,19,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,20,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,106,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,107,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,108,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,109,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,110,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,136,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,137,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,138,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,139,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,210,tmp,runtime,"""notes"": ""TestWorkspace and test/core import bizNumber directly; move impact is import path-only, but TestWorkspace policy should be explicitly acknowledged in move step."",",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,214,tmp,runtime,"""bizNumberImportsOtherLib"": len(imports) > 0,",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,215,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,216,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,217,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,218,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,221,tmp,runtime,"""cycleRisk"": ""LOW: bizNumber has no imports."",",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,222,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,260,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,290,tmp,runtime,"""summary"": ""Move only bizNumber.ts to src/common/utils/bizNumber.ts and update import paths."",",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,293,tmp,runtime,"""reason"": ""bizNumber is pure normalize/validate/extract helper shared by app and test code. TestWorkspace/test-core impact is import path-only."",",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,299,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,300,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,301,tmp,runtime,"""src/common/utils/bizNumber.ts가 components/*를 import하지 않음"",",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,303,tmp,reference,(reference),,True,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,312,tmp,runtime,"""실제 move 단계는 bizNumber 단일 파일 이동과 import path 보정만 수행한다."",",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,345,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,401,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,410,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,449,tmp,runtime,- bizNumber가 다른 lib를 import하는지: {dependency_impact['bizNumberImportsOtherLib']},,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,450,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,466,tmp,runtime,"| src/common/utils/bizNumber.ts | YES | shared pure util 위치, RunOCR/History/Test/autofill 공유 | TestWorkspace/test-core import path 보정 필요 | MEDIUM |",,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,468,tmp,runtime,| src/components/test/utils/bizNumber.ts | NO | Test feature-local | app code가 test util을 import하게 됨 | HIGH |,,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,473,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,492,tmp,runtime,- BZ-1 move에서 bizNumber 단일 파일 이동과 import path 보정만 수행한다.,,False,False,False,True
src/components/test/TestWorkspace.tsx,4,test,runtime,"import { extractBizNumber, normalizeBizNumber } from ""@/lib/bizNumber"";","{ extractBizNumber, normalizeBizNumber }",True,True,False,False
src/components/test/TestWorkspace.tsx,52,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,1169,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3785,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3786,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3793,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3855,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3857,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3859,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3880,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3888,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3932,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,5410,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,5411,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,5750,test,reference,(reference),,False,True,False,False
tmp/codex_frontend_common_storage_boundary_precheck.py,27,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,48,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,213,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,214,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,216,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,380,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,385,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,447,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,533,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,590,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,612,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,641,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_common_storage_boundary_precheck.py,652,tmp,runtime,"- bizNumber: {test_impact_for('src/lib/bizNumber.ts', next(i for i in files if i['currentPath'] == 'src/lib/bizNumber.ts')['importedBy'])}",,False,False,False,True
src/components/history/ui/DetailHistoryView.tsx,27,history,runtime,"import { normalizeBizNumber } from ""@/lib/bizNumber"";",{ normalizeBizNumber },True,False,False,False
tmp/codex_frontend_history_restore_structure_precheck.py,34,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,170,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,204,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,205,tmp,runtime,"""src/lib/bizNumber.ts"": (""common/utils"", ""src/common/utils/bizNumber.ts"", ""HIGH"", ""Shared pure util but TestWorkspace/test-core direct imports.""),",,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,220,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,273,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,375,tmp,runtime,"- profiles, bizNumber, groundTruthStore, testsets are TestWorkspace-coupled and should be deferred or approved as import-only work.",,False,False,False,True
tmp/codex_frontend_history_restore_structure_precheck.py,407,tmp,reference,(reference),,False,False,False,True
src/components/test/core/autofill.ts,12,test-core,runtime,"import { extractBizNumber, normalizeBizNumber } from ""@/lib/bizNumber"";","{ extractBizNumber, normalizeBizNumber }",True,False,True,False
src/components/test/core/extract.ts,9,test-core,runtime,"import { normalizeBizNumber } from ""@/lib/bizNumber"";",{ normalizeBizNumber },True,False,True,False
src/components/runocr/RunOcrWorkspace.tsx,39,runocr,runtime,"import { extractBizNumber } from ""@/lib/bizNumber"";",{ extractBizNumber },True,False,False,False
tmp/codex_frontend_lib_invoice_table_display_common_move_precheck.py,297,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_invoice_table_display_common_move_precheck.py,335,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_invoice_table_display_common_move_precheck.py,336,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_invoice_table_display_common_move_precheck.py,337,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_invoice_table_display_common_move_precheck.py,494,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,49,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,77,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,79,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,312,tmp,runtime,"if any(row[""feature""] == ""test"" for row in imported_by) and name in {""groundTruthStore.ts"", ""testsets.ts"", ""profiles.ts"", ""invoiceTableDisplay.ts"", ""bizNumber.ts""}:",,False,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,409,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_ownership_precheck.py,523,tmp,runtime,"- `profiles.ts`, `invoiceTableDisplay.ts`, `bizNumber.ts` 등 TestWorkspace import가 있는 common 후보도 실제 이동 시 TestWorkspace 미수정 검증 필요",,False,False,False,True
tmp/codex_frontend_lib_structured_table_view_model_common_move_precheck.py,279,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_lib_structured_table_view_model_common_move_precheck.py,466,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_target_structure_ownership_precheck.py,299,tmp,reference,(reference),,False,False,False,True
src/lib/autofillEngine.ts,216,lib,reference,(reference),,False,False,False,False
tmp/codex_frontend_biz_number_common_move_precheck.py,111,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,189,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,432,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,434,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,435,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,436,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,437,tmp,reference,(reference),,False,False,False,True
src/components/test/TestWorkspace.tsx,2109,test,reference,(reference),,False,True,False,False
src/components/history/ui/DetailHistoryView.tsx,531,history,reference,(reference),,False,False,False,False
src/components/test/core/autofill.ts,93,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,94,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,96,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,300,test-core,reference,(reference),,False,False,True,False
src/components/test/core/extract.ts,118,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,25,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,183,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,184,test-core,reference,(reference),,False,False,True,False
tmp/codex_frontend_biz_number_common_move_precheck.py,112,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,113,tmp,reference,(reference),,False,False,False,True
src/components/test/TestWorkspace.tsx,1164,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,1254,test,reference,(reference),,False,True,False,False
src/common/storage/historyStore.ts,50,common,reference,(reference),,False,False,False,False
src/common/storage/historyStore.ts,531,common,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,832,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,833,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,845,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,846,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,854,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,857,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,864,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,886,runocr,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,25,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,46,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,282,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,283,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,286,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,300,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,301,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,305,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,310,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,311,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,318,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,320,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,346,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,361,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,363,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,364,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,366,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,375,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,393,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,398,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,399,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,403,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,414,lib,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,616,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,628,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,630,runocr,reference,(reference),,False,False,False,False
tmp/codex_frontend_biz_number_common_move_precheck.py,114,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_runocr_response_mapping_precheck.py,367,tmp,reference,(reference),,False,False,False,True
src/lib/autofillEngine.ts,73,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,92,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,93,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,94,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,95,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,96,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,97,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,222,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,264,lib,reference,(reference),,False,False,False,False
src/lib/autofillEngine.ts,369,lib,reference,(reference),,False,False,False,False
src/common/utils/invoiceFieldLabels.ts,5,common,reference,(reference),,False,False,False,False
src/common/utils/invoiceFieldLabels.ts,11,common,reference,(reference),,False,False,False,False
tmp/codex_frontend_biz_number_common_move_precheck.py,115,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,415,tmp,reference,(reference),,False,False,False,True
src/components/test/TestWorkspace.tsx,1127,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,1163,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,2103,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,2155,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,2935,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,2942,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3071,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3237,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3254,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3257,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3258,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3283,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3403,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3694,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3698,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,5743,test,reference,(reference),,False,True,False,False
src/components/autorestore/AutoRestoreWorkspace.tsx,256,unknown,reference,(reference),,False,False,False,False
src/components/autorestore/AutoRestoreWorkspace.tsx,361,unknown,reference,(reference),,False,False,False,False
src/components/autorestore/AutoRestoreWorkspace.tsx,400,unknown,reference,(reference),,False,False,False,False
src/components/test/core/autofill.ts,16,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,21,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,101,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,165,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,180,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,235,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,236,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,260,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,271,test-core,reference,(reference),,False,False,True,False
src/components/test/core/extract.ts,34,test-core,reference,(reference),,False,False,True,False
src/components/test/core/extract.ts,37,test-core,reference,(reference),,False,False,True,False
src/components/test/core/extract.ts,121,test-core,reference,(reference),,False,False,True,False
src/components/test/core/types.ts,1,test-core,reference,(reference),,False,False,True,False
src/components/test/core/types.ts,6,test-core,reference,(reference),,False,False,True,False
src/components/test/core/types.ts,17,test-core,reference,(reference),,False,False,True,False
src/components/test/core/types.ts,103,test-core,reference,(reference),,False,False,True,False
src/components/test/core/types.ts,108,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,17,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,316,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,454,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,456,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,458,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,460,test-core,reference,(reference),,False,False,True,False
src/components/test/core/finalize.ts,505,test-core,reference,(reference),,False,False,True,False
src/components/history/ui/DetailHistoryView.tsx,530,history,reference,(reference),,False,False,False,False
src/components/history/ui/DetailHistoryView.tsx,544,history,reference,(reference),,False,False,False,False
src/components/history/ui/DetailHistoryView.tsx,559,history,reference,(reference),,False,False,False,False
src/components/history/ui/DetailHistoryView.tsx,951,history,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,778,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,830,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,841,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,852,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,856,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,861,runocr,reference,(reference),,False,False,False,False
src/components/runocr/RunOcrWorkspace.tsx,893,runocr,reference,(reference),,False,False,False,False
tmp/codex_frontend_runocr_response_mapping_precheck.py,304,tmp,reference,(reference),,False,False,False,True
src/components/runocr/utils/mapOcrResponse.ts,98,runocr,reference,(reference),,False,False,False,False
src/components/runocr/utils/runOcrRequest.ts,14,runocr,reference,(reference),,False,False,False,False
src/components/runocr/utils/runOcrRequest.ts,33,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,495,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,567,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,568,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,569,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,573,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,575,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,590,runocr,reference,(reference),,False,False,False,False
src/components/runocr/ui/OcrResultPanel.tsx,611,runocr,reference,(reference),,False,False,False,False
tmp/codex_markdown_trade7_fixture_rebake.py,186,tmp,reference,(reference),,False,False,False,True
tmp/codex_markdown_contract_fixture_lock.py,109,tmp,reference,(reference),,False,False,False,True
tmp/codex_markdown_contract_fixture_lock.py,115,tmp,reference,(reference),,False,False,False,True
tmp/codex_markdown_trade7_template_drift_precheck.py,277,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/receipt/tpl_003_2jpg.clean.json,10,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/receipt/tpl_003_2jpg.clean.json,11,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/markdown_v1/receipt/tpl_003_2jpg.md,9,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/receipt/tpl_003_1jpg.clean.json,10,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/receipt/tpl_003_1jpg.clean.json,11,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/markdown_v1/receipt/tpl_003_1jpg.md,9,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/markdown_v1/invoice_statement/trade_2_2pdf.md,9,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/markdown_v1/invoice_statement/trade_2_2pdf.md,13,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/invoice_statement/trade_2_2pdf.clean.json,11,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/invoice_statement/trade_2_2pdf.clean.json,31,tmp,reference,(reference),,False,False,False,True
tmp/fixtures/clean_json_v1/invoice_statement/trade_6_6pdf.clean.json,11,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,192,tmp,reference,(reference),,False,False,False,True
tmp/codex_frontend_biz_number_common_move_precheck.py,433,tmp,reference,(reference),,False,False,False,True
src/components/test/TestWorkspace.tsx,1253,test,reference,(reference),,False,True,False,False
src/components/test/TestWorkspace.tsx,3239,test,reference,(reference),,False,True,False,False
src/components/test/core/autofill.ts,95,test-core,reference,(reference),,False,False,True,False
src/components/test/core/autofill.ts,294,test-core,reference,(reference),,False,False,True,False
tmp/codex_frontend_runocr_response_mapping_precheck.py,303,tmp,reference,(reference),,False,False,False,True
